-0.038847;-0.134325;-1.96356;0.000709734;0.000214115;0.00122711;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
0.0150325;-0.188149;-1.94735;0.000547614;0.00016837;0.000568214;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
0.0432087;-0.271417;-1.89596;0.00494021;0.00236531;0.00276901;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-0.0459559;-0.258823;-1.90453;0.000259269;6.21902e-005;0.000403282;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-0.0236736;-0.188165;-1.94255;0.000356423;0.000110321;0.000415929;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-0.0794495;-0.294467;-1.87806;0.00115296;0.000862012;0.00139509;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-0.0156057;-0.14177;-1.9614;0.00102698;0.000344587;0.00098914;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-0.0526877;-0.331984;-1.85097;0.000169415;8.22255e-005;0.000303502;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-0.0402978;-0.23496;-1.91863;0.000873539;0.000194522;0.000704246;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-0.0215953;-0.253686;-1.90919;0.00516369;0.000927637;0.00124729;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
0.00390771;-0.123801;-1.96826;0.00017592;5.65899e-005;0.000213802;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-0.0482076;-0.379029;-1.81143;0.000214549;0.00014034;0.000321125;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-0.0604559;-0.20674;-1.92724;0.0174532;0.00819596;0.00846407;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
0.0132923;-0.19604;-1.94208;0.00042561;0.00039451;0.000404762;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
0.0188383;-0.135577;-1.96412;0.000734107;0.000209002;0.000631501;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
0.0207285;-0.173029;-1.94971;0.000397802;0.000232506;0.000414062;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-0.0980429;-0.22974;-1.91451;0.00197754;0.0016943;0.0020907;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-0.0456343;-0.376365;-1.81328;0.000387708;0.000170746;0.000461308;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
0.0315104;-0.234553;-1.92082;0.00124463;0.000183168;0.000762187;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
0.00814986;-0.175161;-1.95222;0.00105732;0.000626521;0.000883149;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
0.00483186;-0.184776;-1.9482;0.00023616;6.67769e-005;0.000265959;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-0.00936957;-0.187937;-1.9463;0.000588672;0.000106535;0.000439644;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-0.0172355;-0.306977;-1.87104;0.00314561;0.00105896;0.00190005;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-0.0469845;-0.258906;-1.90288;0.000458406;9.765e-005;0.000674791;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-0.0252339;-0.241108;-1.91349;0.00099916;0.00146669;0.00114114;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
0.0110426;-0.163349;-1.95473;0.000283001;0.000161616;0.000254671;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-0.0579176;-0.33699;-1.84621;0.000164073;9.21213e-005;0.000318074;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
0.0155553;-0.165223;-1.95264;0.00018743;7.45103e-005;0.00031417;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-0.0137877;-0.180372;-1.94536;0.000592838;0.00017628;0.000591499;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-0.0649132;-0.231132;-1.91925;0.00502652;0.000913208;0.00120186;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-0.925533;0.389047;0.936248;0.27015;0.0454366;0.105809;-1;1;-1;-1;-1;-1;-1;-1;-1;-1
-0.721996;0.83738;0.136698;0.190575;0.0909396;0.0995663;-1;1;-1;-1;-1;-1;-1;-1;-1;-1
-0.804183;0.711058;0.263895;0.38895;0.172096;0.178923;-1;1;-1;-1;-1;-1;-1;-1;-1;-1
-0.588053;0.912864;-0.0435427;0.21487;0.0863675;0.117886;-1;1;-1;-1;-1;-1;-1;-1;-1;-1
