0.00587101;-0.150333;-1.95865;0.00032471;0.000123875;0.000372695;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
0.00590876;-0.165584;-1.95392;0.000797388;0.000510021;0.000616818;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-0.0214714;-0.205666;-1.93461;0.000470907;8.3237e-005;0.000511128;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-5.45795e-005;-0.244124;-1.91036;0.0104184;0.00376192;0.00676943;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-0.0160298;-0.218724;-1.92728;0.000569098;0.000102314;0.000621673;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-0.0482482;-0.218721;-1.92691;0.00124018;0.000560078;0.000692178;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
0.027795;-0.132934;-1.963;0.00338188;0.0005928;0.00342391;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-0.0201117;-0.191373;-1.9409;0.000245134;6.64212e-005;0.000396323;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-0.0537991;-0.270243;-1.89811;0.00214251;0.000475898;0.00183339;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-0.0269941;-0.12649;-1.96616;0.000850388;0.00023692;0.0020609;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-0.000680822;-0.145538;-1.96334;0.000260929;0.000191343;0.000302587;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-0.0150405;-0.203906;-1.93492;0.000259264;6.9553e-005;0.000343831;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-0.00573407;-0.203206;-1.93565;0.00159682;0.000291061;0.00106503;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-0.0208107;-0.216514;-1.9299;0.000405206;0.000146786;0.000475099;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-0.0900479;-0.271637;-1.89259;0.00127049;0.00032531;0.0034568;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-0.0181079;-0.187639;-1.94274;0.000292641;8.12681e-005;0.000377582;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
0.0145548;-0.153927;-1.9574;0.000270171;0.00011372;0.000469112;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-0.0165922;-0.18649;-1.94062;0.00938127;0.00236737;0.00907037;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-0.00559725;-0.202807;-1.93553;0.000362354;6.43841e-005;0.000416821;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-0.0568346;-0.345119;-1.83843;0.000164083;5.24046e-005;0.000351947;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
0.00262873;-0.127624;-1.96796;0.00014715;4.62333e-005;0.000228195;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-0.0421539;-0.143141;-1.96088;0.000632931;0.000292823;0.00107452;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
0.0186848;-0.154065;-1.95807;0.0017122;0.000684443;0.00168187;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
0.00728102;-0.112431;-1.97202;0.000171789;5.66812e-005;0.000236875;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-0.0500494;-0.264904;-1.89928;0.000829613;0.000233783;0.00119582;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-0.0142657;-0.190285;-1.94197;0.00138781;0.000551864;0.000623884;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-0.0656773;-0.202365;-1.92913;0.0216033;0.00499839;0.0161902;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-0.0162512;-0.185981;-1.9441;0.000513668;0.000124281;0.000635653;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
0.00868255;-0.186834;-1.94672;0.00185729;0.000498274;0.00122076;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
0.0351871;-0.139333;-1.96203;0.000800146;0.000224399;0.00122985;1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-0.752004;0.741638;-0.261131;0.233401;0.100675;0.072331;-1;1;-1;-1;-1;-1;-1;-1;-1;-1
-0.706046;0.830873;0.0702082;0.220993;0.109525;0.0754396;-1;1;-1;-1;-1;-1;-1;-1;-1;-1
-0.733476;0.823255;0.132372;0.218143;0.0954553;0.0936034;-1;1;-1;-1;-1;-1;-1;-1;-1;-1
-0.733426;0.556186;0.0952836;0.322655;0.250615;0.266371;-1;1;-1;-1;-1;-1;-1;-1;-1;-1
-0.770646;0.786054;0.130148;0.173729;0.0636537;0.0782652;-1;1;-1;-1;-1;-1;-1;-1;-1;-1
-0.82185;0.720062;0.28766;0.265243;0.081184;0.133818;-1;1;-1;-1;-1;-1;-1;-1;-1;-1
-0.689584;0.702631;0.0528612;0.493694;0.315264;0.251319;-1;1;-1;-1;-1;-1;-1;-1;-1;-1
-0.954562;0.546539;0.357671;0.272029;0.0734677;0.0614183;-1;1;-1;-1;-1;-1;-1;-1;-1;-1
-0.75555;0.829029;0.235333;0.226305;0.0653966;0.0964281;-1;1;-1;-1;-1;-1;-1;-1;-1;-1
-0.922357;0.415646;0.913978;0.223965;0.0381636;0.112396;-1;1;-1;-1;-1;-1;-1;-1;-1;-1
-0.699495;0.855294;0.0466893;0.215828;0.114951;0.0757783;-1;1;-1;-1;-1;-1;-1;-1;-1;-1
-0.682655;0.79907;0.21347;0.172026;0.0926515;0.0650444;-1;1;-1;-1;-1;-1;-1;-1;-1;-1
-0.668217;0.781995;0.22764;0.284299;0.158509;0.171644;-1;1;-1;-1;-1;-1;-1;-1;-1;-1
-0.759691;0.756597;0.134886;0.159651;0.0680299;0.0664528;-1;1;-1;-1;-1;-1;-1;-1;-1;-1
-0.819353;0.763369;0.23353;0.207939;0.0581095;0.0408635;-1;1;-1;-1;-1;-1;-1;-1;-1;-1
-0.95869;0.477526;0.376077;0.287778;0.0742035;0.042831;-1;1;-1;-1;-1;-1;-1;-1;-1;-1
-0.778367;0.771815;0.195082;0.223393;0.0765339;0.0471141;-1;1;-1;-1;-1;-1;-1;-1;-1;-1
-0.654182;0.87455;-0.119754;0.291775;0.254094;0.197005;-1;1;-1;-1;-1;-1;-1;-1;-1;-1
-0.663798;0.811476;0.257906;0.1386;0.0884359;0.0636652;-1;1;-1;-1;-1;-1;-1;-1;-1;-1
-0.848224;0.643682;0.138031;0.166678;0.0583114;0.0536489;-1;1;-1;-1;-1;-1;-1;-1;-1;-1
-0.718702;0.846598;0.026589;0.200452;0.0852672;0.0595216;-1;1;-1;-1;-1;-1;-1;-1;-1;-1
-0.890656;0.443751;1;0.309374;0.0644418;0.109792;-1;1;-1;-1;-1;-1;-1;-1;-1;-1
-0.69795;0.801557;-0.0162965;0.443387;0.245195;0.149319;-1;1;-1;-1;-1;-1;-1;-1;-1;-1
-0.745241;0.76723;-0.0931548;0.176055;0.098279;0.0586222;-1;1;-1;-1;-1;-1;-1;-1;-1;-1
